"Deal ID"|"Legal Entity"|"Model Portfolio"|"SCD ID"|"Investment Taxonomy"|"Investment Structure 1"|"Investment Structure 2"|"Investment Structure 3"|"Investment Structure 4"|"Investment Structure 5"|"Investment Structure 6"|"Family"|"Reporting Name"|"Deal Name"|"Deal Currency"|"Deal Commitment"|"Primary Investment Category"|"Developed or Emerging Markets?"|"Financial Statement Classification"|"Active or Liquidated"|"Liquidation Date"|"Risk Rating"|"CPP Closing Date"|"Board Seat Count"|"Follow-On"|"Primary F&O"|"Secondary F&O"|"Industry Focus"|"Geographic Focus"|"Vintage Year"|"Investing Entity"|"Primary PI"|"Stock Distribution"|"Equity ownership %"|"CPPIB CC rating"|"Adjusted Beta"|"PCI Strategy"
"2620"|"CPPIB"|"M90399B659"|"PR1000039"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Welsh, Carson, Anderson & Stowe"|"USPI Group"|"USPI"|"USD"|"150000000"|"Health Care"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Green"|"20070417"|"0"|""|"Ip, Chester"|"Ogunsanya, Mojisola"|"Health Care"|"US"|"2007"|"USREII"|"Douglas, Michael"|""|"0.0696"|""|""|""
"2621"|"CPPIB"|"M993XRJII9"|"PR1000027"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"VSS Fund Management"|"Berliner Verlag (MECOM Grp)"|"MECOM Group plc"|"GBP"|"8060082"|"Consumer Discretionary"|"Developed"|"Non Canadian Private Equity"|"False"|"20090701"|""|"20070413"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Consumer Discretionary"|"UK"|"2007"|"PHI"|"Selwood, Ryan"|""|"0"|""|""|""
"2629"|"CPPIB"|"M25699B926"|"DG US"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR North America"|"Dollar General"|"Dollar General (Buck Holdings, L.P.)"|"USD"|"200000000"|"Consumer Discretionary"|"Developed"|"Non Canadian Private Equity"|"False"|"20131217"|""|"20070703"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Consumer Discretionary"|"US"|"2007"|"USREII"|"Nishi, Scott"|""|"0.01"|""|""|""
"2633"|"CPPIB"|"M997QXV905"|"PR1000002"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR Europe"|"Alliance Boots"|"Alliance Boots (Sprint Co-Invest, L.P.)"|"GBP"|"116958589.37"|"Consumer Staples"|"Developed"|"Non Canadian Private Equity"|"False"|"20160727"|"N/A"|"20070830"|"0"|""|"Ip, Chester"|"Shahi, Ravi"|"Consumer Staples"|"UK"|"2007"|"PHI"|"Douglas, Michael"|""|"0.0289"|""|""|""
"2636"|"CPPIB"|"M997QXA901"|"PR1000018"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Bridgepoint Capital"|"Diaverum"|"Diaverum"|"EUR"|"29240386"|"Health Care"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Green"|"20070914"|"0"|""|"Ip, Chester"|"Ogunsanya, Mojisola"|"Health Care"|"Europe (ex-UK)"|"2007"|"PHI"|"Lalani, Hafiz"|""|"0.1078"|""|""|""
"2637"|"CPPIB"|"M997WRN907"|"PR1000162"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Advent International"|"Takko"|"Takko"|"EUR"|"25000000"|"Consumer Discretionary"|"Developed"|"Other Debt"|"True"|""|"Green"|"20070927"|"0"|""|"Ip, Chester"|"Ogunsanya, Mojisola"|"Consumer Discretionary"|"Europe (ex-UK)"|"2007"|"PHI"|"Selwood, Ryan"|""|"0"|""|""|""
"2642"|"CPPIB"|"M04399N951"|"PR1000006"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"Avaya"|"Avaya-TPG"|"USD"|"100000000"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Red"|"20071024"|"0"|""|"Jean, Hung"|"Ogunsanya, Mojisola"|"Information Technology"|"US"|"2007"|"USREII"|"Selwood, Ryan"|""|"0.0828"|""|""|""
"2649"|"CPPIB"|"M04399C9R7"|"PR1000005"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Silver Lake Partners"|"Avaya"|"Avaya-Silver Lake"|"USD"|"100000000"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Red"|"20071024"|"0"|""|"Jean, Hung"|"Ogunsanya, Mojisola"|"Information Technology"|"US"|"2007"|"USREII"|"Selwood, Ryan"|""|"0.0828"|""|""|""
"2659"|"CPPIB"|"M919PBN904"|"PR1000020"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Terra Firma Capital Partners"|"EMI"|"EMI (TFCP III Co Investment 2 LP)"|"EUR"|"226000000"|"Consumer Discretionary"|"Developed"|"Non Canadian Private Equity"|"False"|"20110331"|""|"20080123"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Consumer Discretionary"|"UK"|"2008"|"PHI"|"Selwood, Ryan"|""|"0.1"|""|""|""
"2663"|"CPPIB"|"M919VMH902"|"PR1000036"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KRG Capital Partners"|"Universal Pegasus"|"Universal Pegasus (UP Holdings, Inc.)"|"USD"|"29121159.69"|"Energy"|"Developed"|"Non Canadian Private Equity"|"False"|"20130314"|""|"20080206"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Energy"|"US"|"2008"|"USREII"|"Levy, Erik"|""|"0.1"|""|""|""
"2674"|"CPPIB"|"M87099X932"|"PR1000015"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Thomas H. Lee Partners"|"Clear Channel Communications"|"iHeartCommunications"|"USD"|"166341528"|"Consumer Discretionary"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Red"|"20080317"|"0"|""|"Jean, Hung"|"Ogunsanya, Mojisola"|"Consumer Discretionary"|"US"|"2008"|"USREII"|"Levy, Erik"|""|"0.0495"|""|""|""
"2682"|"CPPIB"|"M913QTD901"|"PR1000000"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"First Reserve"|"Abbot Group"|"Abbot Group Ltd (Turbo Cayman Limited)"|"GBP"|"100000000"|"Energy"|"Developed"|"Non Canadian Private Equity"|"False"|"20110228"|""|"20080514"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Energy"|"UK"|"2008"|"PHI"|"Selwood, Ryan"|""|"0.15"|""|""|""
"2729"|"CPPIB"|"M13199K919"|"PR1000014"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"First Reserve"|"CHC Helicopter"|"CHC Helicopter (FR XI Horizon Co-Investment I, L.P.)"|"USD"|"0"|"Energy"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Green"|"20080910"|"0"|""|"Ip, Chester"|"Ogunsanya, Mojisola"|"Energy"|"Europe (ex-UK)"|"2008"|"PHI"|"Selwood, Ryan"|""|"0.0648"|""|""|""
"2736"|"CPPIB"|"M916LHQ903"|"PR1000031"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Silver Lake Partners"|"Project View"|"Project View, L.P."|"USD"|"28000000"|"Telecommunications"|"Developed"|"Non Canadian Private Equity"|"False"|"20120229"|""|"20081230"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Information Technology"|"Europe (ex-UK)"|"2008"|"PHI (2)"|"Selwood, Ryan"|""|"0.5"|""|""|""
"2749"|"CPPIB"|"M01899J928"|"PR1000040"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR North America"|"BAMS"|"Banc of America Merchant Services, LLC (BA)"|"USD"|"98430000"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"False"|"20100601"|""|"20090626"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Information Technology"|"US"|"2009"|"Greenwood 1"|"Selwood, Ryan"|""|"0.02"|""|""|""
"2750"|"CPPIB"|"M01899R938"|"PR1000041"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR North America"|"BAMS"|"Banc of America Merchant Services, LLC (FD)"|"USD"|"94570000"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"False"|"20100601"|""|"20090626"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Information Technology"|"US"|"2009"|"Greenwood 2"|"Selwood, Ryan"|""|"0.01"|""|""|""
"2785"|"CPPIB"|"M929PTA901"|"PR1000003"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR North America"|"Aricent"|"Aricent"|"USD"|"80000000"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Green"|"20090916"|"0"|""|"Jean, Hung"|"Ogunsanya, Mojisola"|"Information Technology"|"Europe (ex-UK)"|"2009"|"USREII"|"Selwood, Ryan"|""|"0.035"|""|""|""
"2812"|"CPPIB"|"M05399M927"|"PR1000046"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Silver Lake Partners"|"Avaya"|"Avaya-Silver Lake-2009"|"USD"|"37735675.5"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Red"|"20091216"|"0"|""|"Jean, Hung"|"Ogunsanya, Mojisola"|"Information Technology"|"US"|"2009"|"USREII"|"Selwood, Ryan"|""|"0.0828"|""|""|""
"2813"|"CPPIB"|"M939MVL909"|"PR1000045"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Texas Pacific Group (TPG)"|"Avaya"|"Avaya-TPG-2009"|"USD"|"37735675.5"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"True"|""|"Red"|"20091216"|"0"|""|"Jean, Hung"|"Ogunsanya, Mojisola"|"Information Technology"|"US"|"2009"|"USREII"|"Selwood, Ryan"|""|"0.0828"|""|""|""
"2850"|"CPPIB"|"XM1899J928"|"PR1000049"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR North America"|"BAMS"|"Greenwood 1 Proceeds (PHI) Account"|"USD"|"0"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"False"|"20100601"|""|"20090626"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Information Technology"|"US"|"2009"|"PHI"|"Selwood, Ryan"|""|"0"|""|""|""
"2851"|"CPPIB"|"XM1899R938"|"PR1000050"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"KKR North America"|"BAMS"|"Greenwood 2 Proceeds (PHI) Account"|"USD"|"0"|"Information Technology"|"Developed"|"Non Canadian Private Equity"|"False"|"20100601"|""|"20090626"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Information Technology"|"US"|"2009"|"PHI"|"Selwood, Ryan"|""|"0"|""|""|""
"2866"|"CPPIB"|"M919PBN904"|"PR1000054"|"Legacy"|"Private Investments"|"Direct Private Equity"|"Legacy - DPE"|"N/A"|"N/A"|"N/A"|"Terra Firma Capital Partners"|"EMI"|"EMI (Maltby Capital Ltd) TFCP III Co-Inv 2A, L.P."|"EUR"|"12283125"|"Consumer Discretionary"|"Developed"|"Non Canadian Private Equity"|"False"|"20110331"|""|"20100902"|"0"|""|"Gosine, Vitra"|"Lyons, James"|"Consumer Discretionary"|"UK"|"2010"|"PHI"|"Selwood, Ryan"|""|"0.1"|""|""|""
